Rep,Treatment,Line2,Line,Line3,Generation,T,Red,White,CFU,ratioRW,log2ratio
3,Single-Clone,m6,6,18,1428.429081,215,NA,NA,NA,NA,NA
3,Single-Population,m1,1,13,1428.429081,215,NA,NA,NA,NA,NA
3,Single-Population,p2,2,14,1428.429081,215,NA,NA,NA,NA,NA
3,Single-Population,m4,4,15,1428.429081,215,NA,NA,NA,NA,NA
3,Single-Population,m5,-5,16,1428.429081,215,NA,NA,NA,NA,NA
3,Single-Population,p5,5,17,1428.429081,215,NA,NA,NA,NA,NA
3,Single-Population,m6,6,18,1428.429081,215,NA,NA,NA,NA,NA
3,Mixed-Clones,m1,1,13,1428.429081,215,NA,NA,NA,NA,NA
3,Mixed-Clones,p2,2,14,1428.429081,215,NA,NA,NA,NA,NA
3,Mixed-Clones,m4,4,15,1428.429081,215,NA,NA,NA,NA,NA
3,Mixed-Clones,m5,-5,16,1428.429081,215,NA,NA,NA,NA,NA
3,Mixed-Clones,p5,5,17,1428.429081,215,NA,NA,NA,NA,NA
3,Mixed-Clones,m6,6,18,1428.429081,215,NA,NA,NA,NA,NA
3,Mixed-Populations,m1,1,13,1428.429081,215,NA,0,NA,NA,NA
3,Mixed-Populations,p2,2,14,1428.429081,215,NA,0,NA,NA,NA
3,Mixed-Populations,m4,4,15,1428.429081,215,NA,0,NA,NA,NA
3,Mixed-Populations,m5,-5,16,1428.429081,215,NA,0,NA,NA,NA
3,Mixed-Populations,p5,5,17,1428.429081,215,NA,0,NA,NA,NA
3,Mixed-Populations,m6,6,18,1428.429081,215,NA,0,NA,NA,NA
1,Single-Clone,m1,1,1,1461.648362,220,NA,NA,NA,NA,NA
1,Single-Clone,p2,2,2,1461.648362,220,NA,NA,NA,NA,NA
1,Single-Clone,m4,4,3,1461.648362,220,NA,NA,NA,NA,NA
1,Single-Clone,m5,-5,4,1461.648362,220,NA,NA,NA,NA,NA
1,Single-Clone,p5,5,5,1461.648362,220,NA,NA,NA,NA,NA
1,Single-Clone,m6,6,6,1461.648362,220,NA,NA,NA,NA,NA
1,Single-Population,m1,1,1,1461.648362,220,NA,NA,NA,NA,NA
1,Single-Population,p2,2,2,1461.648362,220,NA,NA,NA,NA,NA
1,Single-Population,m4,4,3,1461.648362,220,NA,NA,NA,NA,NA
1,Single-Population,m5,-5,4,1461.648362,220,NA,NA,NA,NA,NA
1,Single-Population,p5,5,5,1461.648362,220,NA,NA,NA,NA,NA
1,Single-Population,m6,6,6,1461.648362,220,NA,NA,NA,NA,NA
1,Mixed-Clones,m1,1,1,1461.648362,220,NA,NA,NA,NA,NA
1,Mixed-Clones,p2,2,2,1461.648362,220,NA,NA,NA,NA,NA
1,Mixed-Clones,m4,4,3,1461.648362,220,NA,NA,NA,NA,NA
1,Mixed-Clones,m5,-5,4,1461.648362,220,NA,NA,NA,NA,NA
1,Mixed-Clones,p5,5,5,1461.648362,220,NA,0,NA,NA,NA
1,Mixed-Clones,m6,6,6,1461.648362,220,NA,NA,NA,NA,NA
1,Mixed-Populations,m1,1,1,1461.648362,220,NA,0,NA,NA,NA
1,Mixed-Populations,p2,2,2,1461.648362,220,689,NA,689,NA,NA
1,Mixed-Populations,m4,4,3,1461.648362,220,NA,0,NA,NA,NA
1,Mixed-Populations,m5,-5,4,1461.648362,220,463,13,476,35.61538462,5.154428665
1,Mixed-Populations,p5,5,5,1461.648362,220,NA,0,NA,NA,NA
1,Mixed-Populations,m6,6,6,1461.648362,220,182,251,433,0.725099602,-0.463748913
2,Single-Clone,m1,1,7,1461.648362,220,NA,NA,NA,NA,NA
2,Single-Clone,p2,2,8,1461.648362,220,NA,NA,NA,NA,NA
2,Single-Clone,m4,4,9,1461.648362,220,NA,NA,NA,NA,NA
2,Single-Clone,m5,-5,10,1461.648362,220,NA,NA,NA,NA,NA
2,Single-Clone,p5,5,11,1461.648362,220,NA,NA,NA,NA,NA
2,Single-Clone,m6,6,12,1461.648362,220,NA,NA,NA,NA,NA
2,Single-Population,m1,1,7,1461.648362,220,NA,NA,NA,NA,NA
2,Single-Population,p2,2,8,1461.648362,220,NA,NA,NA,NA,NA
2,Single-Population,m4,4,9,1461.648362,220,NA,NA,NA,NA,NA
2,Single-Population,m5,-5,10,1461.648362,220,NA,NA,NA,NA,NA
2,Single-Population,p5,5,11,1461.648362,220,NA,NA,NA,NA,NA
2,Single-Population,m6,6,12,1461.648362,220,NA,NA,NA,NA,NA
2,Mixed-Clones,m1,1,7,1461.648362,220,NA,NA,NA,NA,NA
2,Mixed-Clones,p2,2,8,1461.648362,220,NA,NA,NA,NA,NA
2,Mixed-Clones,m4,4,9,1461.648362,220,NA,NA,NA,NA,NA
2,Mixed-Clones,m5,-5,10,1461.648362,220,NA,NA,NA,NA,NA
2,Mixed-Clones,p5,5,11,1461.648362,220,NA,NA,NA,NA,NA
2,Mixed-Clones,m6,6,12,1461.648362,220,NA,NA,NA,NA,NA
2,Mixed-Populations,m1,1,7,1461.648362,220,0,NA,NA,NA,NA
2,Mixed-Populations,p2,2,8,1461.648362,220,824,NA,824,NA,NA
2,Mixed-Populations,m4,4,9,1461.648362,220,120,105,225,1.142857143,0.192645078
2,Mixed-Populations,m5,-5,10,1461.648362,220,16,357,373,0.044817927,-4.47978027
2,Mixed-Populations,p5,5,11,1461.648362,220,NA,0,NA,NA,NA
2,Mixed-Populations,m6,6,12,1461.648362,220,0,NA,NA,NA,NA
3,Single-Clone,m1,1,13,1461.648362,220,NA,NA,NA,NA,NA
3,Single-Clone,p2,2,14,1461.648362,220,NA,NA,NA,NA,NA
3,Single-Clone,m4,4,15,1461.648362,220,NA,NA,NA,NA,NA
3,Single-Clone,m5,-5,16,1461.648362,220,NA,NA,NA,NA,NA
3,Single-Clone,p5,5,17,1461.648362,220,NA,NA,NA,NA,NA
3,Single-Clone,m6,6,18,1461.648362,220,NA,NA,NA,NA,NA
3,Single-Population,m1,1,13,1461.648362,220,NA,NA,NA,NA,NA
3,Single-Population,p2,2,14,1461.648362,220,NA,NA,NA,NA,NA
3,Single-Population,m4,4,15,1461.648362,220,NA,NA,NA,NA,NA
3,Single-Population,m5,-5,16,1461.648362,220,NA,NA,NA,NA,NA
3,Single-Population,p5,5,17,1461.648362,220,NA,NA,NA,NA,NA
3,Single-Population,m6,6,18,1461.648362,220,NA,NA,NA,NA,NA
3,Mixed-Clones,m1,1,13,1461.648362,220,NA,NA,NA,NA,NA
3,Mixed-Clones,p2,2,14,1461.648362,220,NA,NA,NA,NA,NA
3,Mixed-Clones,m4,4,15,1461.648362,220,NA,NA,NA,NA,NA
3,Mixed-Clones,m5,-5,16,1461.648362,220,NA,NA,NA,NA,NA
3,Mixed-Clones,p5,5,17,1461.648362,220,NA,NA,NA,NA,NA
3,Mixed-Clones,m6,6,18,1461.648362,220,NA,NA,NA,NA,NA
3,Mixed-Populations,m1,1,13,1461.648362,220,NA,0,NA,NA,NA
3,Mixed-Populations,p2,2,14,1461.648362,220,NA,0,NA,NA,NA
3,Mixed-Populations,m4,4,15,1461.648362,220,NA,0,NA,NA,NA
3,Mixed-Populations,m5,-5,16,1461.648362,220,NA,0,NA,NA,NA
3,Mixed-Populations,p5,5,17,1461.648362,220,NA,0,NA,NA,NA
3,Mixed-Populations,m6,6,18,1461.648362,220,746,NA,746,NA,NA
1,Single-Clone,m1,1,1,1494.867643,225,646,1,647,646,9.335390355
1,Single-Clone,p2,2,2,1494.867643,225,0,372,372,0,NA
1,Single-Clone,m4,4,3,1494.867643,225,279,0,279,NA,NA
1,Single-Clone,m5,-5,4,1494.867643,225,247,0,247,NA,NA
1,Single-Clone,p5,5,5,1494.867643,225,0,290,290,0,NA
1,Single-Clone,m6,6,6,1494.867643,225,269,0,269,NA,NA
1,Single-Population,m1,1,1,1494.867643,225,258,0,258,NA,NA
1,Single-Population,p2,2,2,1494.867643,225,0,307,307,0,NA
1,Single-Population,m4,4,3,1494.867643,225,57,0,57,NA,NA
1,Single-Population,m5,-5,4,1494.867643,225,359,0,359,NA,NA
1,Single-Population,p5,5,5,1494.867643,225,0,431,431,0,NA
1,Single-Population,m6,6,6,1494.867643,225,277,0,277,NA,NA
1,Mixed-Clones,m1,1,1,1494.867643,225,594,0,594,NA,NA
1,Mixed-Clones,p2,2,2,1494.867643,225,471,0,471,NA,NA
1,Mixed-Clones,m4,4,3,1494.867643,225,355,0,355,NA,NA
1,Mixed-Clones,m5,-5,4,1494.867643,225,530,0,530,NA,NA
1,Mixed-Clones,p5,5,5,1494.867643,225,464,0,464,NA,NA
1,Mixed-Clones,m6,6,6,1494.867643,225,608,0,608,NA,NA
1,Mixed-Populations,m1,1,1,1494.867643,225,776,-3,776,-258.6666667,NA
1,Mixed-Populations,p2,2,2,1494.867643,225,513,0,513,NA,NA
1,Mixed-Populations,m4,4,3,1494.867643,225,528,0,528,NA,NA
1,Mixed-Populations,m5,-5,4,1494.867643,225,399,3,402,133,7.055282436
1,Mixed-Populations,p5,5,5,1494.867643,225,281,0,281,NA,NA
1,Mixed-Populations,m6,6,6,1494.867643,225,145,128,273,1.1328125,0.17990909
2,Single-Clone,m1,1,7,1494.867643,225,484,0,484,NA,NA
2,Single-Clone,p2,2,8,1494.867643,225,0,511,511,0,NA
2,Single-Clone,m4,4,9,1494.867643,225,350,0,350,NA,NA
2,Single-Clone,m5,-5,10,1494.867643,225,444,0,444,NA,NA
2,Single-Clone,p5,5,11,1494.867643,225,0,446,446,0,NA
2,Single-Clone,m6,6,12,1494.867643,225,197,0,197,NA,NA
2,Single-Population,m1,1,7,1494.867643,225,418,0,418,NA,NA
2,Single-Population,p2,2,8,1494.867643,225,0,396,396,0,NA
2,Single-Population,m4,4,9,1494.867643,225,229,0,229,NA,NA
2,Single-Population,m5,-5,10,1494.867643,225,338,0,338,NA,NA
2,Single-Population,p5,5,11,1494.867643,225,0,255,255,0,NA
2,Single-Population,m6,6,12,1494.867643,225,500,0,500,NA,NA
2,Mixed-Clones,m1,1,7,1494.867643,225,339,NA,339,NA,NA
2,Mixed-Clones,p2,2,8,1494.867643,225,358,0,358,NA,NA
2,Mixed-Clones,m4,4,9,1494.867643,225,371,0,371,NA,NA
2,Mixed-Clones,m5,-5,10,1494.867643,225,700,0,700,NA,NA
2,Mixed-Clones,p5,5,11,1494.867643,225,401,0,401,NA,NA
2,Mixed-Clones,m6,6,12,1494.867643,225,566,0,566,NA,NA
2,Mixed-Populations,m1,1,7,1494.867643,225,0,94,94,0,NA
2,Mixed-Populations,p2,2,8,1494.867643,225,604,NA,604,NA,NA
2,Mixed-Populations,m4,4,9,1494.867643,225,82,52,134,1.576923077,0.657112287
2,Mixed-Populations,m5,-5,10,1494.867643,225,1,255,256,0.003921569,-7.9943533
2,Mixed-Populations,p5,5,11,1494.867643,225,334,NA,334,NA,NA
2,Mixed-Populations,m6,6,12,1494.867643,225,0,360,360,0,NA
3,Single-Clone,m1,1,13,1494.867643,225,356,0,356,NA,NA
3,Single-Clone,p2,2,14,1494.867643,225,0,506,506,0,NA
3,Single-Clone,m4,4,15,1494.867643,225,215,0,215,NA,NA
3,Single-Clone,m5,-5,16,1494.867643,225,505,0,505,NA,NA
3,Single-Clone,p5,5,17,1494.867643,225,0,384,384,0,NA
3,Single-Clone,m6,6,18,1494.867643,225,52,14,66,3.714285714,1.893084796
3,Single-Population,m1,1,13,1494.867643,225,429,0,429,NA,NA
3,Single-Population,p2,2,14,1494.867643,225,0,127,127,0,NA
3,Single-Population,m4,4,15,1494.867643,225,53,0,53,NA,NA
3,Single-Population,m5,-5,16,1494.867643,225,707,0,707,NA,NA
3,Single-Population,p5,5,17,1494.867643,225,0,258,258,0,NA
3,Single-Population,m6,6,18,1494.867643,225,585,0,585,NA,NA
3,Mixed-Clones,m1,1,13,1494.867643,225,433,0,433,NA,NA
3,Mixed-Clones,p2,2,14,1494.867643,225,734,0,734,NA,NA
3,Mixed-Clones,m4,4,15,1494.867643,225,406,0,406,NA,NA
3,Mixed-Clones,m5,-5,16,1494.867643,225,654,0,654,NA,NA
3,Mixed-Clones,p5,5,17,1494.867643,225,551,0,551,NA,NA
3,Mixed-Clones,m6,6,18,1494.867643,225,426,0,426,NA,NA
3,Mixed-Populations,m1,1,13,1494.867643,225,537,0,537,NA,NA
3,Mixed-Populations,p2,2,14,1494.867643,225,607,0,607,NA,NA
3,Mixed-Populations,m4,4,15,1494.867643,225,641,0,641,NA,NA
3,Mixed-Populations,m5,-5,16,1494.867643,225,534,0,534,NA,NA
3,Mixed-Populations,p5,5,17,1494.867643,225,698,0,698,NA,NA
3,Mixed-Populations,m6,6,18,1494.867643,225,603,0,603,NA,NA
1,Single-Clone,m1,1,1,1528.086924,230,NA,NA,NA,NA,NA
1,Single-Clone,p2,2,2,1528.086924,230,NA,NA,NA,NA,NA
1,Single-Clone,m4,4,3,1528.086924,230,NA,NA,NA,NA,NA
1,Single-Clone,m5,-5,4,1528.086924,230,NA,NA,NA,NA,NA
1,Single-Clone,p5,5,5,1528.086924,230,NA,NA,NA,NA,NA
1,Single-Clone,m6,6,6,1528.086924,230,NA,NA,NA,NA,NA
1,Single-Population,m1,1,1,1528.086924,230,NA,NA,NA,NA,NA
1,Single-Population,p2,2,2,1528.086924,230,NA,NA,NA,NA,NA
1,Single-Population,m4,4,3,1528.086924,230,NA,NA,NA,NA,NA
1,Single-Population,m5,-5,4,1528.086924,230,NA,NA,NA,NA,NA
1,Single-Population,p5,5,5,1528.086924,230,NA,NA,NA,NA,NA
1,Single-Population,m6,6,6,1528.086924,230,NA,NA,NA,NA,NA
1,Mixed-Clones,m1,1,1,1528.086924,230,NA,NA,NA,NA,NA
1,Mixed-Clones,p2,2,2,1528.086924,230,NA,NA,NA,NA,NA
1,Mixed-Clones,m4,4,3,1528.086924,230,NA,NA,NA,NA,NA
1,Mixed-Clones,m5,-5,4,1528.086924,230,NA,NA,NA,NA,NA
1,Mixed-Clones,p5,5,5,1528.086924,230,NA,0,NA,NA,NA
1,Mixed-Clones,m6,6,6,1528.086924,230,NA,NA,NA,NA,NA
1,Mixed-Populations,m1,1,1,1528.086924,230,897,NA,897,NA,NA
1,Mixed-Populations,p2,2,2,1528.086924,230,716,NA,716,NA,NA
1,Mixed-Populations,m4,4,3,1528.086924,230,NA,0,NA,NA,NA
1,Mixed-Populations,m5,-5,4,1528.086924,230,700,8,708,87.5,6.451211112
1,Mixed-Populations,p5,5,5,1528.086924,230,NA,0,NA,NA,NA
1,Mixed-Populations,m6,6,6,1528.086924,230,132,151,283,0.874172185,-0.194010621
2,Single-Clone,m1,1,7,1528.086924,230,NA,NA,NA,NA,NA
2,Single-Clone,p2,2,8,1528.086924,230,NA,NA,NA,NA,NA
2,Single-Clone,m4,4,9,1528.086924,230,NA,NA,NA,NA,NA
2,Single-Clone,m5,-5,10,1528.086924,230,NA,NA,NA,NA,NA
2,Single-Clone,p5,5,11,1528.086924,230,NA,NA,NA,NA,NA
2,Single-Clone,m6,6,12,1528.086924,230,NA,NA,NA,NA,NA
2,Single-Population,m1,1,7,1528.086924,230,NA,NA,NA,NA,NA
2,Single-Population,p2,2,8,1528.086924,230,NA,NA,NA,NA,NA
2,Single-Population,m4,4,9,1528.086924,230,NA,NA,NA,NA,NA
2,Single-Population,m5,-5,10,1528.086924,230,NA,NA,NA,NA,NA
2,Single-Population,p5,5,11,1528.086924,230,NA,NA,NA,NA,NA
2,Single-Population,m6,6,12,1528.086924,230,NA,NA,NA,NA,NA
2,Mixed-Clones,m1,1,7,1528.086924,230,NA,NA,NA,NA,NA
2,Mixed-Clones,p2,2,8,1528.086924,230,NA,NA,NA,NA,NA
2,Mixed-Clones,m4,4,9,1528.086924,230,NA,NA,NA,NA,NA
2,Mixed-Clones,m5,-5,10,1528.086924,230,NA,NA,NA,NA,NA
2,Mixed-Clones,p5,5,11,1528.086924,230,NA,NA,NA,NA,NA
2,Mixed-Clones,m6,6,12,1528.086924,230,NA,NA,NA,NA,NA
2,Mixed-Populations,m1,1,7,1528.086924,230,NA,NA,NA,NA,NA
2,Mixed-Populations,p2,2,8,1528.086924,230,NA,NA,NA,NA,NA
2,Mixed-Populations,m4,4,9,1528.086924,230,NA,NA,NA,NA,NA
2,Mixed-Populations,m5,-5,10,1528.086924,230,NA,NA,NA,NA,NA
2,Mixed-Populations,p5,5,11,1528.086924,230,NA,NA,NA,NA,NA
2,Mixed-Populations,m6,6,12,1528.086924,230,NA,NA,NA,NA,NA
3,Single-Clone,m1,1,13,1528.086924,230,NA,NA,NA,NA,NA
3,Single-Clone,p2,2,14,1528.086924,230,NA,NA,NA,NA,NA
3,Single-Clone,m4,4,15,1528.086924,230,NA,NA,NA,NA,NA
3,Single-Clone,m5,-5,16,1528.086924,230,NA,NA,NA,NA,NA
3,Single-Clone,p5,5,17,1528.086924,230,NA,NA,NA,NA,NA
3,Single-Clone,m6,6,18,1528.086924,230,NA,NA,NA,NA,NA
3,Single-Population,m1,1,13,1528.086924,230,NA,NA,NA,NA,NA
3,Single-Population,p2,2,14,1528.086924,230,NA,NA,NA,NA,NA
3,Single-Population,m4,4,15,1528.086924,230,NA,NA,NA,NA,NA
3,Single-Population,m5,-5,16,1528.086924,230,NA,NA,NA,NA,NA
3,Single-Population,p5,5,17,1528.086924,230,NA,NA,NA,NA,NA
3,Single-Population,m6,6,18,1528.086924,230,NA,NA,NA,NA,NA
3,Mixed-Clones,m1,1,13,1528.086924,230,NA,NA,NA,NA,NA
3,Mixed-Clones,p2,2,14,1528.086924,230,NA,NA,NA,NA,NA
3,Mixed-Clones,m4,4,15,1528.086924,230,NA,NA,NA,NA,NA
3,Mixed-Clones,m5,-5,16,1528.086924,230,NA,NA,NA,NA,NA
3,Mixed-Clones,p5,5,17,1528.086924,230,NA,NA,NA,NA,NA
3,Mixed-Clones,m6,6,18,1528.086924,230,NA,NA,NA,NA,NA
3,Mixed-Populations,m1,1,13,1528.086924,230,NA,NA,NA,NA,NA
3,Mixed-Populations,p2,2,14,1528.086924,230,NA,NA,NA,NA,NA
3,Mixed-Populations,m4,4,15,1528.086924,230,NA,NA,NA,NA,NA
3,Mixed-Populations,m5,-5,16,1528.086924,230,NA,NA,NA,NA,NA
3,Mixed-Populations,p5,5,17,1528.086924,230,NA,NA,NA,NA,NA
3,Mixed-Populations,m6,6,18,1528.086924,230,NA,NA,NA,NA,NA
1,Single-Clone,m1,1,1,1534.73078,231,NA,NA,NA,NA,NA
1,Single-Clone,p2,2,2,1534.73078,231,NA,NA,NA,NA,NA
1,Single-Clone,m4,4,3,1534.73078,231,NA,NA,NA,NA,NA
1,Single-Clone,m5,-5,4,1534.73078,231,NA,NA,NA,NA,NA
1,Single-Clone,p5,5,5,1534.73078,231,NA,NA,NA,NA,NA
1,Single-Clone,m6,6,6,1534.73078,231,NA,NA,NA,NA,NA
1,Single-Population,m1,1,1,1534.73078,231,NA,NA,NA,NA,NA
1,Single-Population,p2,2,2,1534.73078,231,NA,NA,NA,NA,NA
1,Single-Population,m4,4,3,1534.73078,231,NA,NA,NA,NA,NA
1,Single-Population,m5,-5,4,1534.73078,231,NA,NA,NA,NA,NA
1,Single-Population,p5,5,5,1534.73078,231,NA,NA,NA,NA,NA
1,Single-Population,m6,6,6,1534.73078,231,NA,NA,NA,NA,NA
1,Mixed-Clones,m1,1,1,1534.73078,231,NA,NA,NA,NA,NA
1,Mixed-Clones,p2,2,2,1534.73078,231,NA,NA,NA,NA,NA
1,Mixed-Clones,m4,4,3,1534.73078,231,NA,NA,NA,NA,NA
1,Mixed-Clones,m5,-5,4,1534.73078,231,NA,NA,NA,NA,NA
1,Mixed-Clones,p5,5,5,1534.73078,231,NA,NA,NA,NA,NA
1,Mixed-Clones,m6,6,6,1534.73078,231,NA,NA,NA,NA,NA
1,Mixed-Populations,m1,1,1,1534.73078,231,NA,NA,NA,NA,NA
1,Mixed-Populations,p2,2,2,1534.73078,231,NA,NA,NA,NA,NA
1,Mixed-Populations,m4,4,3,1534.73078,231,NA,NA,NA,NA,NA
1,Mixed-Populations,m5,-5,4,1534.73078,231,NA,NA,NA,NA,NA
1,Mixed-Populations,p5,5,5,1534.73078,231,NA,NA,NA,NA,NA
1,Mixed-Populations,m6,6,6,1534.73078,231,NA,NA,NA,NA,NA
2,Single-Clone,m1,1,7,1534.73078,231,NA,NA,NA,NA,NA
2,Single-Clone,p2,2,8,1534.73078,231,NA,NA,NA,NA,NA
2,Single-Clone,m4,4,9,1534.73078,231,NA,NA,NA,NA,NA
2,Single-Clone,m5,-5,10,1534.73078,231,NA,NA,NA,NA,NA
2,Single-Clone,p5,5,11,1534.73078,231,NA,NA,NA,NA,NA
2,Single-Clone,m6,6,12,1534.73078,231,NA,NA,NA,NA,NA
2,Single-Population,m1,1,7,1534.73078,231,NA,NA,NA,NA,NA
2,Single-Population,p2,2,8,1534.73078,231,NA,NA,NA,NA,NA
2,Single-Population,m4,4,9,1534.73078,231,NA,NA,NA,NA,NA
2,Single-Population,m5,-5,10,1534.73078,231,NA,NA,NA,NA,NA
2,Single-Population,p5,5,11,1534.73078,231,NA,NA,NA,NA,NA
2,Single-Population,m6,6,12,1534.73078,231,NA,NA,NA,NA,NA
2,Mixed-Clones,m1,1,7,1534.73078,231,NA,NA,NA,NA,NA
2,Mixed-Clones,p2,2,8,1534.73078,231,NA,NA,NA,NA,NA
2,Mixed-Clones,m4,4,9,1534.73078,231,NA,NA,NA,NA,NA
2,Mixed-Clones,m5,-5,10,1534.73078,231,NA,NA,NA,NA,NA
2,Mixed-Clones,p5,5,11,1534.73078,231,NA,NA,NA,NA,NA
2,Mixed-Clones,m6,6,12,1534.73078,231,NA,NA,NA,NA,NA
2,Mixed-Populations,m1,1,7,1534.73078,231,0,NA,NA,NA,NA
2,Mixed-Populations,p2,2,8,1534.73078,231,NA,0,NA,NA,NA
2,Mixed-Populations,m4,4,9,1534.73078,231,96,85,181,1.129411765,0.175571565
2,Mixed-Populations,m5,-5,10,1534.73078,231,0,NA,NA,NA,NA
2,Mixed-Populations,p5,5,11,1534.73078,231,NA,0,NA,NA,NA
2,Mixed-Populations,m6,6,12,1534.73078,231,0,NA,NA,NA,NA
3,Single-Clone,m1,1,13,1534.73078,231,NA,NA,NA,NA,NA
3,Single-Clone,p2,2,14,1534.73078,231,NA,NA,NA,NA,NA
3,Single-Clone,m4,4,15,1534.73078,231,NA,NA,NA,NA,NA
3,Single-Clone,m5,-5,16,1534.73078,231,NA,NA,NA,NA,NA
3,Single-Clone,p5,5,17,1534.73078,231,NA,NA,NA,NA,NA
3,Single-Clone,m6,6,18,1534.73078,231,NA,NA,NA,NA,NA
3,Single-Population,m1,1,13,1534.73078,231,NA,NA,NA,NA,NA
3,Single-Population,p2,2,14,1534.73078,231,NA,NA,NA,NA,NA
3,Single-Population,m4,4,15,1534.73078,231,NA,NA,NA,NA,NA
3,Single-Population,m5,-5,16,1534.73078,231,NA,NA,NA,NA,NA
3,Single-Population,p5,5,17,1534.73078,231,NA,NA,NA,NA,NA
3,Single-Population,m6,6,18,1534.73078,231,NA,NA,NA,NA,NA
3,Mixed-Clones,m1,1,13,1534.73078,231,NA,NA,NA,NA,NA
3,Mixed-Clones,p2,2,14,1534.73078,231,NA,NA,NA,NA,NA
3,Mixed-Clones,m4,4,15,1534.73078,231,NA,NA,NA,NA,NA
3,Mixed-Clones,m5,-5,16,1534.73078,231,NA,NA,NA,NA,NA
3,Mixed-Clones,p5,5,17,1534.73078,231,NA,NA,NA,NA,NA
3,Mixed-Clones,m6,6,18,1534.73078,231,NA,NA,NA,NA,NA
3,Mixed-Populations,m1,1,13,1534.73078,231,402,NA,402,NA,NA
3,Mixed-Populations,p2,2,14,1534.73078,231,NA,0,NA,NA,NA
3,Mixed-Populations,m4,4,15,1534.73078,231,NA,0,NA,NA,NA
3,Mixed-Populations,m5,-5,16,1534.73078,231,309,NA,309,NA,NA
3,Mixed-Populations,p5,5,17,1534.73078,231,NA,0,NA,NA,NA
3,Mixed-Populations,m6,6,18,1534.73078,231,487,NA,487,NA,NA
1,Single-Clone,m1,1,1,1561.306205,235,NA,NA,NA,NA,NA
1,Single-Clone,p2,2,2,1561.306205,235,NA,NA,NA,NA,NA
1,Single-Clone,m4,4,3,1561.306205,235,NA,NA,NA,NA,NA
1,Single-Clone,m5,-5,4,1561.306205,235,NA,NA,NA,NA,NA
1,Single-Clone,p5,5,5,1561.306205,235,NA,NA,NA,NA,NA
1,Single-Clone,m6,6,6,1561.306205,235,NA,NA,NA,NA,NA
1,Single-Population,m1,1,1,1561.306205,235,NA,NA,NA,NA,NA
1,Single-Population,p2,2,2,1561.306205,235,NA,NA,NA,NA,NA
1,Single-Population,m4,4,3,1561.306205,235,NA,NA,NA,NA,NA
1,Single-Population,m5,-5,4,1561.306205,235,NA,NA,NA,NA,NA
1,Single-Population,p5,5,5,1561.306205,235,NA,NA,NA,NA,NA
1,Single-Population,m6,6,6,1561.306205,235,NA,NA,NA,NA,NA
1,Mixed-Clones,m1,1,1,1561.306205,235,NA,NA,NA,NA,NA
1,Mixed-Clones,p2,2,2,1561.306205,235,NA,NA,NA,NA,NA
1,Mixed-Clones,m4,4,3,1561.306205,235,NA,NA,NA,NA,NA
1,Mixed-Clones,m5,-5,4,1561.306205,235,NA,NA,NA,NA,NA
1,Mixed-Clones,p5,5,5,1561.306205,235,NA,0,NA,NA,NA
1,Mixed-Clones,m6,6,6,1561.306205,235,NA,NA,NA,NA,NA
1,Mixed-Populations,m1,1,1,1561.306205,235,NA,0,NA,NA,NA
1,Mixed-Populations,p2,2,2,1561.306205,235,NA,0,NA,NA,NA
1,Mixed-Populations,m4,4,3,1561.306205,235,NA,0,NA,NA,NA
1,Mixed-Populations,m5,-5,4,1561.306205,235,533,7,540,76.14285714,6.250636801
1,Mixed-Populations,p5,5,5,1561.306205,235,537,NA,537,NA,NA
1,Mixed-Populations,m6,6,6,1561.306205,235,213,300,513,0.71,-0.49410907
2,Single-Clone,m1,1,7,1561.306205,235,NA,NA,NA,NA,NA
2,Single-Clone,p2,2,8,1561.306205,235,NA,NA,NA,NA,NA
2,Single-Clone,m4,4,9,1561.306205,235,NA,NA,NA,NA,NA
2,Single-Clone,m5,-5,10,1561.306205,235,NA,NA,NA,NA,NA
2,Single-Clone,p5,5,11,1561.306205,235,NA,NA,NA,NA,NA
2,Single-Clone,m6,6,12,1561.306205,235,NA,NA,NA,NA,NA
2,Single-Population,m1,1,7,1561.306205,235,NA,NA,NA,NA,NA
2,Single-Population,p2,2,8,1561.306205,235,NA,NA,NA,NA,NA
2,Single-Population,m4,4,9,1561.306205,235,NA,NA,NA,NA,NA
2,Single-Population,m5,-5,10,1561.306205,235,NA,NA,NA,NA,NA
2,Single-Population,p5,5,11,1561.306205,235,NA,NA,NA,NA,NA
2,Single-Population,m6,6,12,1561.306205,235,NA,NA,NA,NA,NA
2,Mixed-Clones,m1,1,7,1561.306205,235,NA,NA,NA,NA,NA
2,Mixed-Clones,p2,2,8,1561.306205,235,NA,NA,NA,NA,NA
2,Mixed-Clones,m4,4,9,1561.306205,235,NA,NA,NA,NA,NA
2,Mixed-Clones,m5,-5,10,1561.306205,235,NA,NA,NA,NA,NA
2,Mixed-Clones,p5,5,11,1561.306205,235,NA,NA,NA,NA,NA
2,Mixed-Clones,m6,6,12,1561.306205,235,NA,NA,NA,NA,NA
2,Mixed-Populations,m1,1,7,1561.306205,235,0,NA,NA,NA,NA
2,Mixed-Populations,p2,2,8,1561.306205,235,406,NA,406,NA,NA
2,Mixed-Populations,m4,4,9,1561.306205,235,238,174,412,1.367816092,0.451874268
2,Mixed-Populations,m5,-5,10,1561.306205,235,1,452,453,0.002212389,-8.820179211
2,Mixed-Populations,p5,5,11,1561.306205,235,NA,0,NA,NA,NA
